Temp:26.13,Rele:1,Set Point:70,Tempo:57.98
Temp:26.13,Rele:1,Set Point:70,Tempo:58.54
Temp:26.13,Rele:1,Set Point:70,Tempo:59.10
Temp:26.13,Rele:1,Set Point:70,Tempo:59.66
Temp:26.13,Rele:1,Set Point:70,Tempo:60.22
Temp:26.13,Rele:1,Set Point:70,Tempo:60.77
Temp:26.13,Rele:1,Set Point:70,Tempo:61.33
Temp:26.13,Rele:1,Set Point:70,Tempo:61.89
Temp:26.13,Rele:1,Set Point:70,Tempo:62.45
Temp:26.13,Rele:1,Set Point:70,Tempo:63.02
Temp:26.13,Rele:1,Set Point:70,Tempo:63.57
Temp:26.13,Rele:1,Set Point:70,Tempo:64.13
Temp:26.13,Rele:1,Set Point:70,Tempo:64.69
Temp:26.13,Rele:1,Set Point:70,Tempo:65.25
Temp:26.13,Rele:1,Set Point:70,Tempo:65.81
Temp:26.13,Rele:1,Set Point:70,Tempo:66.37
Temp:26.13,Rele:1,Set Point:70,Tempo:66.93
Temp:26.13,Rele:1,Set Point:70,Tempo:67.49
Temp:26.13,Rele:1,Set Point:70,Tempo:68.05
Temp:26.13,Rele:1,Set Point:70,Tempo:68.61
Temp:26.13,Rele:1,Set Point:70,Tempo:69.17
Temp:26.13,Rele:1,Set Point:70,Tempo:69.73
Temp:26.13,Rele:1,Set Point:70,Tempo:70.29
Temp:26.13,Rele:1,Set Point:70,Tempo:70.85
Temp:26.13,Rele:1,Set Point:70,Tempo:71.41
Temp:26.13,Rele:1,Set Point:70,Tempo:71.97
Temp:26.13,Rele:1,Set Point:70,Tempo:72.53
Temp:26.13,Rele:1,Set Point:70,Tempo:73.09
Temp:26.13,Rele:1,Set Point:70,Tempo:73.65
Temp:26.13,Rele:1,Set Point:70,Tempo:74.21
Temp:26.13,Rele:1,Set Point:70,Tempo:74.77
Temp:26.13,Rele:1,Set Point:70,Tempo:75.33
Temp:26.13,Rele:1,Set Point:70,Tempo:75.88
Temp:26.13,Rele:1,Set Point:70,Tempo:76.45
Temp:26.13,Rele:1,Set Point:70,Tempo:77.01
Temp:26.13,Rele:1,Set Point:70,Tempo:77.56
Temp:26.13,Rele:1,Set Point:70,Tempo:78.12
Temp:26.19,Rele:1,Set Point:70,Tempo:78.68
Temp:26.13,Rele:1,Set Point:70,Tempo:79.24
Temp:26.13,Rele:1,Set Point:70,Tempo:79.80
Temp:26.19,Rele:1,Set Point:70,Tempo:80.36
Temp:26.13,Rele:1,Set Point:70,Tempo:80.92
Temp:26.13,Rele:1,Set Point:70,Tempo:81.48
Temp:26.19,Rele:1,Set Point:70,Tempo:82.04
Temp:26.19,Rele:1,Set Point:70,Tempo:82.60
Temp:26.19,Rele:1,Set Point:70,Tempo:83.16
Temp:26.13,Rele:1,Set Point:70,Tempo:83.72
Temp:26.19,Rele:1,Set Point:70,Tempo:84.28
Temp:26.19,Rele:1,Set Point:70,Tempo:84.84
Temp:26.19,Rele:1,Set Point:70,Tempo:85.40
Temp:26.19,Rele:1,Set Point:70,Tempo:85.96
Temp:26.19,Rele:1,Set Point:70,Tempo:86.52
Temp:26.19,Rele:1,Set Point:70,Tempo:87.08
Temp:26.19,Rele:1,Set Point:70,Tempo:87.64
Temp:26.19,Rele:1,Set Point:70,Tempo:88.20
Temp:26.19,Rele:1,Set Point:70,Tempo:88.76
Temp:26.19,Rele:1,Set Point:70,Tempo:89.32
Temp:26.19,Rele:1,Set Point:70,Tempo:89.87
Temp:26.19,Rele:1,Set Point:70,Tempo:90.44
Temp:26.19,Rele:1,Set Point:70,Tempo:91.00
Temp:26.25,Rele:1,Set Point:70,Tempo:91.55
Temp:26.19,Rele:1,Set Point:70,Tempo:92.11
Temp:26.19,Rele:1,Set Point:70,Tempo:92.67
Temp:26.19,Rele:1,Set Point:70,Tempo:93.23
Temp:26.25,Rele:1,Set Point:70,Tempo:93.79
Temp:26.25,Rele:1,Set Point:70,Tempo:94.35
Temp:26.25,Rele:1,Set Point:70,Tempo:94.91
Temp:26.25,Rele:1,Set Point:70,Tempo:95.47
Temp:26.25,Rele:1,Set Point:70,Tempo:96.03
Temp:26.25,Rele:1,Set Point:70,Tempo:96.59
Temp:26.25,Rele:1,Set Point:70,Tempo:97.15
Temp:26.25,Rele:1,Set Point:70,Tempo:97.71
Temp:26.31,Rele:1,Set Point:70,Tempo:98.27
Temp:26.31,Rele:1,Set Point:70,Tempo:98.83
Temp:26.31,Rele:1,Set Point:70,Tempo:99.39
Temp:26.31,Rele:1,Set Point:70,Tempo:99.95
Temp:26.31,Rele:1,Set Point:70,Tempo:100.51
Temp:26.31,Rele:1,Set Point:70,Tempo:101.07
Temp:26.31,Rele:1,Set Point:70,Tempo:101.63
Temp:26.31,Rele:1,Set Point:70,Tempo:102.19
Temp:26.38,Rele:1,Set Point:70,Tempo:102.75
Temp:26.38,Rele:1,Set Point:70,Tempo:103.30
Temp:26.38,Rele:1,Set Point:70,Tempo:103.87
Temp:26.38,Rele:1,Set Point:70,Tempo:104.43
Temp:26.38,Rele:1,Set Point:70,Tempo:104.98
Temp:26.38,Rele:1,Set Point:70,Tempo:105.55
Temp:26.38,Rele:1,Set Point:70,Tempo:106.11
Temp:26.44,Rele:1,Set Point:70,Tempo:106.66
Temp:26.44,Rele:1,Set Point:70,Tempo:107.22
Temp:26.38,Rele:1,Set Point:70,Tempo:107.78
Temp:26.44,Rele:1,Set Point:70,Tempo:108.34
Temp:26.44,Rele:1,Set Point:70,Tempo:108.90
Temp:26.44,Rele:1,Set Point:70,Tempo:109.46
Temp:26.50,Rele:1,Set Point:70,Tempo:110.02
Temp:26.44,Rele:1,Set Point:70,Tempo:110.58
Temp:26.50,Rele:1,Set Point:70,Tempo:111.14
Temp:26.50,Rele:1,Set Point:70,Tempo:111.70
Temp:26.50,Rele:1,Set Point:70,Tempo:112.26
Temp:26.50,Rele:1,Set Point:70,Tempo:112.82
Temp:26.56,Rele:1,Set Point:70,Tempo:113.38
Temp:26.56,Rele:1,Set Point:70,Tempo:113.94
Temp:26.56,Rele:1,Set Point:70,Tempo:114.50
Temp:26.56,Rele:1,Set Point:70,Tempo:115.06
Temp:26.63,Rele:1,Set Point:70,Tempo:115.62
Temp:26.63,Rele:1,Set Point:70,Tempo:116.18
Temp:26.63,Rele:1,Set Point:70,Tempo:116.74
Temp:26.63,Rele:1,Set Point:70,Tempo:117.30
Temp:26.69,Rele:1,Set Point:70,Tempo:117.86
Temp:26.69,Rele:1,Set Point:70,Tempo:118.42
Temp:26.69,Rele:1,Set Point:70,Tempo:118.98
Temp:26.69,Rele:1,Set Point:70,Tempo:119.54
Temp:26.75,Rele:1,Set Point:70,Tempo:120.10
Temp:26.75,Rele:1,Set Point:70,Tempo:120.65
Temp:26.75,Rele:1,Set Point:70,Tempo:121.22
Temp:26.75,Rele:1,Set Point:70,Tempo:121.78
Temp:26.81,Rele:1,Set Point:70,Tempo:122.33
Temp:26.81,Rele:1,Set Point:70,Tempo:122.89
Temp:26.88,Rele:1,Set Point:70,Tempo:123.46
Temp:26.81,Rele:1,Set Point:70,Tempo:124.01
Temp:26.88,Rele:1,Set Point:70,Tempo:124.57
Temp:26.88,Rele:1,Set Point:70,Tempo:125.13
Temp:26.94,Rele:1,Set Point:70,Tempo:125.69
Temp:26.94,Rele:1,Set Point:70,Tempo:126.25
Temp:26.94,Rele:1,Set Point:70,Tempo:126.81
Temp:27.00,Rele:1,Set Point:70,Tempo:127.37
Temp:27.00,Rele:1,Set Point:70,Tempo:127.93
Temp:27.00,Rele:1,Set Point:70,Tempo:128.49
Temp:27.00,Rele:1,Set Point:70,Tempo:129.05
Temp:27.06,Rele:1,Set Point:70,Tempo:129.61
Temp:27.06,Rele:1,Set Point:70,Tempo:130.17
Temp:27.06,Rele:1,Set Point:70,Tempo:130.73
Temp:27.13,Rele:1,Set Point:70,Tempo:131.29
Temp:27.19,Rele:1,Set Point:70,Tempo:131.85
Temp:27.19,Rele:1,Set Point:70,Tempo:132.41
Temp:27.19,Rele:1,Set Point:70,Tempo:132.97
Temp:27.25,Rele:1,Set Point:70,Tempo:133.53
Temp:27.25,Rele:1,Set Point:70,Tempo:134.09
Temp:27.31,Rele:1,Set Point:70,Tempo:134.65
Temp:27.31,Rele:1,Set Point:70,Tempo:135.21
Temp:27.38,Rele:1,Set Point:70,Tempo:135.77
Temp:27.38,Rele:1,Set Point:70,Tempo:136.33
Temp:27.38,Rele:1,Set Point:70,Tempo:136.89
Temp:27.38,Rele:1,Set Point:70,Tempo:137.45
Temp:27.44,Rele:1,Set Point:70,Tempo:138.01
Temp:27.44,Rele:1,Set Point:70,Tempo:138.57
Temp:27.50,Rele:1,Set Point:70,Tempo:139.13
Temp:27.50,Rele:1,Set Point:70,Tempo:139.69
Temp:27.50,Rele:1,Set Point:70,Tempo:140.24
Temp:27.50,Rele:1,Set Point:70,Tempo:140.81
Temp:27.56,Rele:1,Set Point:70,Tempo:141.37
Temp:27.56,Rele:1,Set Point:70,Tempo:141.92
Temp:27.63,Rele:1,Set Point:70,Tempo:142.48
Temp:27.63,Rele:1,Set Point:70,Tempo:143.05
Temp:27.69,Rele:1,Set Point:70,Tempo:143.60
Temp:27.69,Rele:1,Set Point:70,Tempo:144.16
Temp:27.69,Rele:1,Set Point:70,Tempo:144.72
Temp:27.75,Rele:1,Set Point:70,Tempo:145.28
Temp:27.75,Rele:1,Set Point:70,Tempo:145.84
Temp:27.75,Rele:1,Set Point:70,Tempo:146.40
Temp:27.81,Rele:1,Set Point:70,Tempo:146.96
Temp:27.81,Rele:1,Set Point:70,Tempo:147.52
Temp:27.88,Rele:1,Set Point:70,Tempo:148.08
Temp:27.88,Rele:1,Set Point:70,Tempo:148.64
Temp:27.88,Rele:1,Set Point:70,Tempo:149.20
Temp:27.94,Rele:1,Set Point:70,Tempo:149.76
Temp:28.00,Rele:1,Set Point:70,Tempo:150.32
Temp:28.00,Rele:1,Set Point:70,Tempo:150.88
Temp:28.00,Rele:1,Set Point:70,Tempo:151.44
Temp:28.06,Rele:1,Set Point:70,Tempo:152.00
Temp:28.06,Rele:1,Set Point:70,Tempo:152.56
Temp:28.13,Rele:1,Set Point:70,Tempo:153.12
Temp:28.13,Rele:1,Set Point:70,Tempo:153.68
Temp:28.19,Rele:1,Set Point:70,Tempo:154.24
Temp:28.19,Rele:1,Set Point:70,Tempo:154.80
Temp:28.25,Rele:1,Set Point:70,Tempo:155.36
Temp:28.25,Rele:1,Set Point:70,Tempo:155.92
Temp:28.31,Rele:1,Set Point:70,Tempo:156.48
Temp:28.31,Rele:1,Set Point:70,Tempo:157.04
Temp:28.38,Rele:1,Set Point:70,Tempo:157.60
Temp:28.38,Rele:1,Set Point:70,Tempo:158.16
Temp:28.44,Rele:1,Set Point:70,Tempo:158.72
Temp:28.44,Rele:1,Set Point:70,Tempo:159.28
Temp:28.50,Rele:1,Set Point:70,Tempo:159.84
Temp:28.50,Rele:1,Set Point:70,Tempo:160.40
Temp:28.50,Rele:1,Set Point:70,Tempo:160.96
Temp:28.56,Rele:1,Set Point:70,Tempo:161.52
Temp:28.56,Rele:1,Set Point:70,Tempo:162.07
Temp:28.63,Rele:1,Set Point:70,Tempo:162.64
Temp:28.63,Rele:1,Set Point:70,Tempo:163.20
Temp:28.69,Rele:1,Set Point:70,Tempo:163.76
Temp:28.69,Rele:1,Set Point:70,Tempo:164.32
Temp:28.75,Rele:1,Set Point:70,Tempo:164.88
Temp:28.75,Rele:1,Set Point:70,Tempo:165.44
Temp:28.81,Rele:1,Set Point:70,Tempo:165.99
Temp:28.81,Rele:1,Set Point:70,Tempo:166.56
Temp:28.88,Rele:1,Set Point:70,Tempo:167.12
Temp:28.88,Rele:1,Set Point:70,Tempo:167.67
Temp:28.94,Rele:1,Set Point:70,Tempo:168.23
Temp:28.94,Rele:1,Set Point:70,Tempo:168.80
Temp:28.94,Rele:1,Set Point:70,Tempo:169.36
Temp:29.00,Rele:1,Set Point:70,Tempo:169.91
Temp:29.00,Rele:1,Set Point:70,Tempo:170.48
Temp:29.06,Rele:1,Set Point:70,Tempo:171.04
Temp:29.06,Rele:1,Set Point:70,Tempo:171.59
Temp:29.13,Rele:1,Set Point:70,Tempo:172.15
Temp:29.13,Rele:1,Set Point:70,Tempo:172.71
Temp:29.19,Rele:1,Set Point:70,Tempo:173.27
Temp:29.25,Rele:1,Set Point:70,Tempo:173.83
Temp:29.25,Rele:1,Set Point:70,Tempo:174.39
Temp:29.31,Rele:1,Set Point:70,Tempo:174.96
Temp:29.31,Rele:1,Set Point:70,Tempo:175.51
Temp:29.38,Rele:1,Set Point:70,Tempo:176.07
Temp:29.38,Rele:1,Set Point:70,Tempo:176.64
Temp:29.44,Rele:1,Set Point:70,Tempo:177.19
Temp:29.44,Rele:1,Set Point:70,Tempo:177.75
Temp:29.50,Rele:1,Set Point:70,Tempo:178.31
Temp:29.56,Rele:1,Set Point:70,Tempo:178.88
Temp:29.56,Rele:1,Set Point:70,Tempo:179.43
Temp:29.56,Rele:1,Set Point:70,Tempo:179.99
Temp:29.63,Rele:1,Set Point:70,Tempo:180.55
Temp:29.69,Rele:1,Set Point:70,Tempo:181.11
Temp:29.69,Rele:1,Set Point:70,Tempo:181.67
Temp:29.75,Rele:1,Set Point:70,Tempo:182.23
Temp:29.75,Rele:1,Set Point:70,Tempo:182.79
Temp:29.81,Rele:1,Set Point:70,Tempo:183.35
Temp:29.81,Rele:1,Set Point:70,Tempo:183.91
Temp:29.81,Rele:1,Set Point:70,Tempo:184.47
Temp:29.88,Rele:1,Set Point:70,Tempo:185.04
Temp:29.94,Rele:1,Set Point:70,Tempo:185.59
Temp:30.00,Rele:1,Set Point:70,Tempo:186.15
Temp:30.00,Rele:1,Set Point:70,Tempo:186.71
Temp:30.00,Rele:1,Set Point:70,Tempo:187.27
Temp:30.06,Rele:1,Set Point:70,Tempo:187.83
Temp:30.13,Rele:1,Set Point:70,Tempo:188.39
Temp:30.13,Rele:1,Set Point:70,Tempo:188.95
Temp:30.13,Rele:1,Set Point:70,Tempo:189.51
Temp:30.19,Rele:1,Set Point:70,Tempo:190.07
Temp:30.19,Rele:1,Set Point:70,Tempo:190.63
Temp:30.25,Rele:1,Set Point:70,Tempo:191.19
Temp:30.25,Rele:1,Set Point:70,Tempo:191.75
Temp:30.31,Rele:1,Set Point:70,Tempo:192.31
Temp:30.38,Rele:1,Set Point:70,Tempo:192.87
Temp:30.38,Rele:1,Set Point:70,Tempo:193.44
Temp:30.44,Rele:1,Set Point:70,Tempo:193.99
Temp:30.50,Rele:1,Set Point:70,Tempo:194.55
Temp:30.50,Rele:1,Set Point:70,Tempo:195.11
Temp:30.56,Rele:1,Set Point:70,Tempo:195.68
Temp:30.56,Rele:1,Set Point:70,Tempo:196.23
Temp:30.63,Rele:1,Set Point:70,Tempo:196.79
Temp:30.69,Rele:1,Set Point:70,Tempo:197.35
Temp:30.69,Rele:1,Set Point:70,Tempo:197.91
Temp:30.69,Rele:1,Set Point:70,Tempo:198.47
Temp:30.75,Rele:1,Set Point:70,Tempo:199.03
Temp:30.81,Rele:1,Set Point:70,Tempo:199.59
Temp:30.81,Rele:1,Set Point:70,Tempo:200.16
Temp:30.88,Rele:1,Set Point:70,Tempo:200.71
Temp:30.88,Rele:1,Set Point:70,Tempo:201.27
Temp:30.94,Rele:1,Set Point:70,Tempo:201.84
Temp:31.00,Rele:1,Set Point:70,Tempo:202.40
Temp:31.00,Rele:1,Set Point:70,Tempo:202.95
Temp:31.06,Rele:1,Set Point:70,Tempo:203.52
Temp:31.06,Rele:1,Set Point:70,Tempo:204.08
Temp:31.13,Rele:1,Set Point:70,Tempo:204.64
Temp:31.13,Rele:1,Set Point:70,Tempo:205.19
Temp:31.19,Rele:1,Set Point:70,Tempo:205.76
Temp:31.25,Rele:1,Set Point:70,Tempo:206.32
Temp:31.25,Rele:1,Set Point:70,Tempo:206.88
Temp:31.31,Rele:1,Set Point:70,Tempo:207.43
Temp:31.31,Rele:1,Set Point:70,Tempo:208.00
Temp:31.38,Rele:1,Set Point:70,Tempo:208.56
Temp:31.38,Rele:1,Set Point:70,Tempo:209.12
Temp:31.44,Rele:1,Set Point:70,Tempo:209.68
Temp:31.50,Rele:1,Set Point:70,Tempo:210.24
Temp:31.50,Rele:1,Set Point:70,Tempo:210.80
Temp:31.56,Rele:1,Set Point:70,Tempo:211.36
Temp:31.56,Rele:1,Set Point:70,Tempo:211.92
Temp:31.63,Rele:1,Set Point:70,Tempo:212.48
Temp:31.69,Rele:1,Set Point:70,Tempo:213.04
Temp:31.75,Rele:1,Set Point:70,Tempo:213.60
Temp:31.75,Rele:1,Set Point:70,Tempo:214.16
Temp:31.81,Rele:1,Set Point:70,Tempo:214.72
Temp:31.81,Rele:1,Set Point:70,Tempo:215.28
Temp:31.81,Rele:1,Set Point:70,Tempo:215.84
Temp:31.88,Rele:1,Set Point:70,Tempo:216.40
Temp:31.94,Rele:1,Set Point:70,Tempo:216.96
Temp:31.94,Rele:1,Set Point:70,Tempo:217.52
Temp:32.00,Rele:1,Set Point:70,Tempo:218.08
Temp:32.00,Rele:1,Set Point:70,Tempo:218.64
Temp:32.06,Rele:1,Set Point:70,Tempo:219.20
Temp:32.13,Rele:1,Set Point:70,Tempo:219.76
Temp:32.13,Rele:1,Set Point:70,Tempo:220.32
Temp:32.19,Rele:1,Set Point:70,Tempo:220.88
Temp:32.19,Rele:1,Set Point:70,Tempo:221.44
Temp:32.25,Rele:1,Set Point:70,Tempo:222.00
Temp:32.25,Rele:1,Set Point:70,Tempo:222.56
Temp:32.31,Rele:1,Set Point:70,Tempo:223.13
Temp:32.38,Rele:1,Set Point:70,Tempo:223.69
Temp:32.38,Rele:1,Set Point:70,Tempo:224.24
Temp:32.44,Rele:1,Set Point:70,Tempo:224.80
Temp:32.50,Rele:1,Set Point:70,Tempo:225.37
Temp:32.50,Rele:1,Set Point:70,Tempo:225.93
Temp:32.50,Rele:1,Set Point:70,Tempo:226.49
Temp:32.63,Rele:1,Set Point:70,Tempo:227.05
Temp:32.63,Rele:1,Set Point:70,Tempo:227.61
Temp:32.69,Rele:1,Set Point:70,Tempo:228.17
Temp:32.69,Rele:1,Set Point:70,Tempo:228.73
Temp:32.75,Rele:1,Set Point:70,Tempo:229.29
Temp:32.81,Rele:1,Set Point:70,Tempo:229.85
Temp:32.88,Rele:1,Set Point:70,Tempo:230.41
Temp:32.88,Rele:1,Set Point:70,Tempo:230.97
Temp:32.94,Rele:1,Set Point:70,Tempo:231.53
Temp:33.00,Rele:1,Set Point:70,Tempo:232.09
Temp:33.00,Rele:1,Set Point:70,Tempo:232.65
Temp:33.06,Rele:1,Set Point:70,Tempo:233.21
Temp:33.13,Rele:1,Set Point:70,Tempo:233.77
Temp:33.19,Rele:1,Set Point:70,Tempo:234.33
Temp:33.19,Rele:1,Set Point:70,Tempo:234.89
Temp:33.19,Rele:1,Set Point:70,Tempo:235.45
Temp:33.25,Rele:1,Set Point:70,Tempo:236.02
Temp:33.31,Rele:1,Set Point:70,Tempo:236.58
Temp:33.38,Rele:1,Set Point:70,Tempo:237.13
Temp:33.38,Rele:1,Set Point:70,Tempo:237.69
Temp:33.44,Rele:1,Set Point:70,Tempo:238.26
Temp:33.44,Rele:1,Set Point:70,Tempo:238.82
Temp:33.50,Rele:1,Set Point:70,Tempo:239.38
Temp:33.56,Rele:1,Set Point:70,Tempo:239.94
Temp:33.63,Rele:1,Set Point:70,Tempo:240.50
Temp:33.63,Rele:1,Set Point:70,Tempo:241.06
Temp:33.69,Rele:1,Set Point:70,Tempo:241.62
Temp:33.69,Rele:1,Set Point:70,Tempo:242.18
Temp:33.75,Rele:1,Set Point:70,Tempo:242.74
