Temp:67.75,Rele:1,Set Point:70,Tempo:633.03
Temp:67.81,Rele:1,Set Point:70,Tempo:633.60
Temp:67.81,Rele:1,Set Point:70,Tempo:634.17
Temp:67.88,Rele:1,Set Point:70,Tempo:634.74
Temp:67.88,Rele:1,Set Point:70,Tempo:635.31
Temp:67.94,Rele:1,Set Point:70,Tempo:635.88
Temp:68.00,Rele:1,Set Point:70,Tempo:636.45
Temp:68.06,Rele:1,Set Point:70,Tempo:637.02
Temp:68.06,Rele:1,Set Point:70,Tempo:637.59
Temp:68.13,Rele:1,Set Point:70,Tempo:638.16
Temp:68.13,Rele:1,Set Point:70,Tempo:638.73
Temp:68.19,Rele:1,Set Point:70,Tempo:639.31
Temp:68.25,Rele:1,Set Point:70,Tempo:639.88
Temp:68.25,Rele:1,Set Point:70,Tempo:640.45
Temp:68.31,Rele:1,Set Point:70,Tempo:641.02
Temp:68.38,Rele:1,Set Point:70,Tempo:641.59
Temp:68.44,Rele:1,Set Point:70,Tempo:642.16
Temp:68.50,Rele:1,Set Point:70,Tempo:642.73
Temp:68.50,Rele:1,Set Point:70,Tempo:643.30
Temp:68.56,Rele:1,Set Point:70,Tempo:643.87
Temp:68.63,Rele:1,Set Point:70,Tempo:644.44
Temp:68.69,Rele:1,Set Point:70,Tempo:645.02
Temp:68.75,Rele:1,Set Point:70,Tempo:645.59
Temp:68.81,Rele:1,Set Point:70,Tempo:646.16
Temp:68.81,Rele:1,Set Point:70,Tempo:646.73
Temp:68.88,Rele:1,Set Point:70,Tempo:647.30
Temp:68.94,Rele:1,Set Point:70,Tempo:647.87
Temp:69.00,Rele:1,Set Point:70,Tempo:648.44
Temp:69.06,Rele:1,Set Point:70,Tempo:649.01
Temp:69.13,Rele:1,Set Point:70,Tempo:649.58
Temp:69.13,Rele:1,Set Point:70,Tempo:650.16
Temp:69.19,Rele:1,Set Point:70,Tempo:650.73
Temp:69.25,Rele:1,Set Point:70,Tempo:651.30
Temp:69.31,Rele:1,Set Point:70,Tempo:651.87
Temp:69.31,Rele:1,Set Point:70,Tempo:652.44
Temp:69.38,Rele:1,Set Point:70,Tempo:653.01
Temp:69.44,Rele:1,Set Point:70,Tempo:653.58
Temp:69.44,Rele:1,Set Point:70,Tempo:654.15
Temp:69.50,Rele:1,Set Point:70,Tempo:654.73
Temp:69.56,Rele:1,Set Point:70,Tempo:655.30
Temp:69.63,Rele:1,Set Point:70,Tempo:655.87
Temp:69.69,Rele:1,Set Point:70,Tempo:656.44
Temp:69.69,Rele:1,Set Point:70,Tempo:657.01
Temp:69.75,Rele:1,Set Point:70,Tempo:657.58
Temp:69.81,Rele:1,Set Point:70,Tempo:658.16
Temp:69.81,Rele:1,Set Point:70,Tempo:658.72
Temp:69.88,Rele:1,Set Point:70,Tempo:659.30
Temp:69.94,Rele:1,Set Point:70,Tempo:659.87
Temp:69.94,Rele:1,Set Point:70,Tempo:660.44
Temp:70.00,Rele:1,Set Point:70,Tempo:661.01
Temp:69.88,Rele:0,Set Point:70,Tempo:661.58
Temp:70.06,Rele:1,Set Point:70,Tempo:662.16
Temp:69.94,Rele:0,Set Point:70,Tempo:662.73
Temp:70.19,Rele:1,Set Point:70,Tempo:663.30
Temp:70.06,Rele:0,Set Point:70,Tempo:663.87
Temp:70.06,Rele:0,Set Point:70,Tempo:664.44
Temp:70.13,Rele:0,Set Point:70,Tempo:665.02
Temp:70.19,Rele:0,Set Point:70,Tempo:665.58
Temp:70.25,Rele:0,Set Point:70,Tempo:666.16
Temp:70.31,Rele:0,Set Point:70,Tempo:666.73
Temp:70.31,Rele:0,Set Point:70,Tempo:667.30
Temp:70.38,Rele:0,Set Point:70,Tempo:667.87
Temp:70.44,Rele:0,Set Point:70,Tempo:668.45
Temp:70.50,Rele:0,Set Point:70,Tempo:669.02
Temp:70.56,Rele:0,Set Point:70,Tempo:669.59
Temp:70.63,Rele:0,Set Point:70,Tempo:670.16
Temp:70.69,Rele:0,Set Point:70,Tempo:670.74
Temp:70.75,Rele:0,Set Point:70,Tempo:671.31
Temp:70.81,Rele:0,Set Point:70,Tempo:671.88
Temp:70.81,Rele:0,Set Point:70,Tempo:672.45
Temp:70.88,Rele:0,Set Point:70,Tempo:673.02
Temp:70.88,Rele:0,Set Point:70,Tempo:673.60
Temp:70.94,Rele:0,Set Point:70,Tempo:674.17
Temp:70.94,Rele:0,Set Point:70,Tempo:674.74
Temp:71.00,Rele:0,Set Point:70,Tempo:675.31
Temp:71.00,Rele:0,Set Point:70,Tempo:675.89
Temp:71.00,Rele:0,Set Point:70,Tempo:676.46
Temp:71.06,Rele:0,Set Point:70,Tempo:677.03
Temp:71.06,Rele:0,Set Point:70,Tempo:677.60
Temp:71.13,Rele:0,Set Point:70,Tempo:678.18
Temp:71.13,Rele:0,Set Point:70,Tempo:678.75
Temp:71.19,Rele:0,Set Point:70,Tempo:679.32
Temp:71.19,Rele:0,Set Point:70,Tempo:679.89
Temp:71.25,Rele:0,Set Point:70,Tempo:680.46
Temp:71.25,Rele:0,Set Point:70,Tempo:681.04
Temp:71.31,Rele:0,Set Point:70,Tempo:681.61
Temp:71.38,Rele:0,Set Point:70,Tempo:682.18
Temp:71.44,Rele:0,Set Point:70,Tempo:682.75
Temp:71.44,Rele:0,Set Point:70,Tempo:683.33
Temp:71.44,Rele:0,Set Point:70,Tempo:683.90
Temp:71.50,Rele:0,Set Point:70,Tempo:684.47
Temp:71.50,Rele:0,Set Point:70,Tempo:685.04
Temp:71.56,Rele:0,Set Point:70,Tempo:685.62
Temp:71.56,Rele:0,Set Point:70,Tempo:686.19
Temp:71.56,Rele:0,Set Point:70,Tempo:686.76
Temp:71.63,Rele:0,Set Point:70,Tempo:687.33
Temp:71.63,Rele:0,Set Point:70,Tempo:687.91
Temp:71.63,Rele:0,Set Point:70,Tempo:688.48
Temp:71.63,Rele:0,Set Point:70,Tempo:689.05
Temp:71.63,Rele:0,Set Point:70,Tempo:689.62
Temp:71.63,Rele:0,Set Point:70,Tempo:690.20
Temp:71.63,Rele:0,Set Point:70,Tempo:690.77
Temp:71.63,Rele:0,Set Point:70,Tempo:691.34
Temp:71.63,Rele:0,Set Point:70,Tempo:691.91
Temp:71.63,Rele:0,Set Point:70,Tempo:692.49
Temp:71.63,Rele:0,Set Point:70,Tempo:693.06
Temp:71.63,Rele:0,Set Point:70,Tempo:693.63
Temp:71.63,Rele:0,Set Point:70,Tempo:694.20
Temp:71.63,Rele:0,Set Point:70,Tempo:694.78
Temp:71.63,Rele:0,Set Point:70,Tempo:695.35
Temp:71.63,Rele:0,Set Point:70,Tempo:695.92
Temp:71.63,Rele:0,Set Point:70,Tempo:696.50
Temp:71.69,Rele:0,Set Point:70,Tempo:697.06
Temp:71.69,Rele:0,Set Point:70,Tempo:697.64
Temp:71.75,Rele:0,Set Point:70,Tempo:698.21
Temp:71.75,Rele:0,Set Point:70,Tempo:698.79
Temp:71.75,Rele:0,Set Point:70,Tempo:699.36
Temp:71.75,Rele:0,Set Point:70,Tempo:699.93
Temp:71.75,Rele:0,Set Point:70,Tempo:700.50
Temp:71.75,Rele:0,Set Point:70,Tempo:701.07
Temp:71.75,Rele:0,Set Point:70,Tempo:701.65
Temp:71.81,Rele:0,Set Point:70,Tempo:702.22
Temp:71.81,Rele:0,Set Point:70,Tempo:702.79
Temp:71.75,Rele:0,Set Point:70,Tempo:703.36
Temp:71.81,Rele:0,Set Point:70,Tempo:703.94
Temp:71.81,Rele:0,Set Point:70,Tempo:704.51
Temp:71.81,Rele:0,Set Point:70,Tempo:705.08
Temp:71.81,Rele:0,Set Point:70,Tempo:705.66
Temp:71.81,Rele:0,Set Point:70,Tempo:706.23
Temp:71.81,Rele:0,Set Point:70,Tempo:706.80
Temp:71.81,Rele:0,Set Point:70,Tempo:707.37
Temp:71.81,Rele:0,Set Point:70,Tempo:707.95
Temp:71.81,Rele:0,Set Point:70,Tempo:708.52
Temp:71.81,Rele:0,Set Point:70,Tempo:709.09
Temp:71.81,Rele:0,Set Point:70,Tempo:709.66
Temp:71.81,Rele:0,Set Point:70,Tempo:710.24
Temp:71.88,Rele:0,Set Point:70,Tempo:710.81
Temp:71.88,Rele:0,Set Point:70,Tempo:711.38
Temp:71.88,Rele:0,Set Point:70,Tempo:711.95
Temp:71.88,Rele:0,Set Point:70,Tempo:712.53
Temp:71.88,Rele:0,Set Point:70,Tempo:713.10
Temp:71.88,Rele:0,Set Point:70,Tempo:713.67
Temp:71.88,Rele:0,Set Point:70,Tempo:714.24
Temp:71.88,Rele:0,Set Point:70,Tempo:714.82
Temp:71.88,Rele:0,Set Point:70,Tempo:715.39
Temp:71.94,Rele:0,Set Point:70,Tempo:715.96
Temp:71.94,Rele:0,Set Point:70,Tempo:716.54
Temp:71.94,Rele:0,Set Point:70,Tempo:717.11
Temp:71.94,Rele:0,Set Point:70,Tempo:717.68
Temp:71.94,Rele:0,Set Point:70,Tempo:718.25
Temp:71.94,Rele:0,Set Point:70,Tempo:718.83
Temp:71.94,Rele:0,Set Point:70,Tempo:719.40
Temp:71.88,Rele:0,Set Point:70,Tempo:719.97
Temp:71.88,Rele:0,Set Point:70,Tempo:720.54
Temp:71.88,Rele:0,Set Point:70,Tempo:721.12
Temp:71.88,Rele:0,Set Point:70,Tempo:721.69
Temp:71.88,Rele:0,Set Point:70,Tempo:722.26
Temp:71.88,Rele:0,Set Point:70,Tempo:722.84
Temp:71.88,Rele:0,Set Point:70,Tempo:723.40
Temp:71.94,Rele:0,Set Point:70,Tempo:723.98
Temp:71.94,Rele:0,Set Point:70,Tempo:724.55
Temp:71.94,Rele:0,Set Point:70,Tempo:725.12
Temp:71.94,Rele:0,Set Point:70,Tempo:725.70
Temp:71.94,Rele:0,Set Point:70,Tempo:726.27
Temp:71.94,Rele:0,Set Point:70,Tempo:726.84
Temp:71.94,Rele:0,Set Point:70,Tempo:727.41
Temp:71.94,Rele:0,Set Point:70,Tempo:727.99
Temp:71.94,Rele:0,Set Point:70,Tempo:728.56
Temp:71.94,Rele:0,Set Point:70,Tempo:729.13
Temp:71.94,Rele:0,Set Point:70,Tempo:729.70
Temp:71.94,Rele:0,Set Point:70,Tempo:730.28
Temp:71.94,Rele:0,Set Point:70,Tempo:730.85
Temp:71.88,Rele:0,Set Point:70,Tempo:731.42
Temp:71.88,Rele:0,Set Point:70,Tempo:731.99
Temp:71.88,Rele:0,Set Point:70,Tempo:732.57
Temp:71.88,Rele:0,Set Point:70,Tempo:733.14
Temp:71.88,Rele:0,Set Point:70,Tempo:733.71
Temp:71.88,Rele:0,Set Point:70,Tempo:734.29
Temp:71.88,Rele:0,Set Point:70,Tempo:734.86
Temp:71.88,Rele:0,Set Point:70,Tempo:735.43
Temp:71.88,Rele:0,Set Point:70,Tempo:736.00
Temp:71.88,Rele:0,Set Point:70,Tempo:736.58
Temp:71.88,Rele:0,Set Point:70,Tempo:737.15
Temp:71.88,Rele:0,Set Point:70,Tempo:737.72
Temp:71.88,Rele:0,Set Point:70,Tempo:738.29
Temp:71.88,Rele:0,Set Point:70,Tempo:738.87
Temp:71.88,Rele:0,Set Point:70,Tempo:739.44
Temp:71.88,Rele:0,Set Point:70,Tempo:740.01
Temp:71.88,Rele:0,Set Point:70,Tempo:740.59
Temp:71.81,Rele:0,Set Point:70,Tempo:741.16
Temp:71.88,Rele:0,Set Point:70,Tempo:741.73
Temp:71.88,Rele:0,Set Point:70,Tempo:742.30
Temp:71.88,Rele:0,Set Point:70,Tempo:742.88
Temp:71.88,Rele:0,Set Point:70,Tempo:743.45
Temp:71.88,Rele:0,Set Point:70,Tempo:744.02
Temp:71.88,Rele:0,Set Point:70,Tempo:744.59
Temp:71.81,Rele:0,Set Point:70,Tempo:745.17
Temp:71.81,Rele:0,Set Point:70,Tempo:745.74
Temp:71.81,Rele:0,Set Point:70,Tempo:746.31
Temp:71.81,Rele:0,Set Point:70,Tempo:746.88
Temp:71.81,Rele:0,Set Point:70,Tempo:747.45
Temp:71.88,Rele:0,Set Point:70,Tempo:748.03
Temp:71.88,Rele:0,Set Point:70,Tempo:748.60
Temp:71.88,Rele:0,Set Point:70,Tempo:749.17
Temp:71.88,Rele:0,Set Point:70,Tempo:749.74
Temp:71.88,Rele:0,Set Point:70,Tempo:750.32
Temp:71.88,Rele:0,Set Point:70,Tempo:750.89
Temp:71.88,Rele:0,Set Point:70,Tempo:751.46
Temp:71.88,Rele:0,Set Point:70,Tempo:752.03
Temp:71.88,Rele:0,Set Point:70,Tempo:752.61
Temp:71.88,Rele:0,Set Point:70,Tempo:753.18
Temp:71.88,Rele:0,Set Point:70,Tempo:753.75
Temp:71.88,Rele:0,Set Point:70,Tempo:754.33
Temp:71.88,Rele:0,Set Point:70,Tempo:754.90
Temp:71.88,Rele:0,Set Point:70,Tempo:755.47
Temp:71.88,Rele:0,Set Point:70,Tempo:756.04
Temp:71.88,Rele:0,Set Point:70,Tempo:756.62
Temp:71.88,Rele:0,Set Point:70,Tempo:757.19
Temp:71.88,Rele:0,Set Point:70,Tempo:757.76
Temp:71.88,Rele:0,Set Point:70,Tempo:758.33
Temp:71.88,Rele:0,Set Point:70,Tempo:758.91
Temp:71.88,Rele:0,Set Point:70,Tempo:759.48
Temp:71.88,Rele:0,Set Point:70,Tempo:760.05
Temp:71.88,Rele:0,Set Point:70,Tempo:760.62
Temp:71.81,Rele:0,Set Point:70,Tempo:761.20
Temp:71.88,Rele:0,Set Point:70,Tempo:761.77
Temp:71.81,Rele:0,Set Point:70,Tempo:762.34
Temp:71.81,Rele:0,Set Point:70,Tempo:762.92
Temp:71.81,Rele:0,Set Point:70,Tempo:763.49
Temp:71.81,Rele:0,Set Point:70,Tempo:764.06
Temp:71.81,Rele:0,Set Point:70,Tempo:764.63
Temp:71.81,Rele:0,Set Point:70,Tempo:765.21
Temp:71.81,Rele:0,Set Point:70,Tempo:765.78
Temp:71.81,Rele:0,Set Point:70,Tempo:766.35
Temp:71.81,Rele:0,Set Point:70,Tempo:766.92
Temp:71.81,Rele:0,Set Point:70,Tempo:767.50
Temp:71.81,Rele:0,Set Point:70,Tempo:768.07
Temp:71.81,Rele:0,Set Point:70,Tempo:768.64
Temp:71.81,Rele:0,Set Point:70,Tempo:769.21
Temp:71.81,Rele:0,Set Point:70,Tempo:769.78
Temp:71.81,Rele:0,Set Point:70,Tempo:770.36
Temp:71.81,Rele:0,Set Point:70,Tempo:770.93
Temp:71.81,Rele:0,Set Point:70,Tempo:771.50
Temp:71.81,Rele:0,Set Point:70,Tempo:772.07
Temp:71.81,Rele:0,Set Point:70,Tempo:772.65
Temp:71.81,Rele:0,Set Point:70,Tempo:773.22
Temp:71.81,Rele:0,Set Point:70,Tempo:773.79
Temp:71.81,Rele:0,Set Point:70,Tempo:774.37
Temp:71.81,Rele:0,Set Point:70,Tempo:774.94
Temp:71.81,Rele:0,Set Point:70,Tempo:775.51
Temp:71.81,Rele:0,Set Point:70,Tempo:776.08
Temp:71.81,Rele:0,Set Point:70,Tempo:776.66
Temp:71.81,Rele:0,Set Point:70,Tempo:777.23
Temp:71.81,Rele:0,Set Point:70,Tempo:777.80
Temp:71.81,Rele:0,Set Point:70,Tempo:778.37
Temp:71.81,Rele:0,Set Point:70,Tempo:778.95
Temp:71.81,Rele:0,Set Point:70,Tempo:779.52
Temp:71.75,Rele:0,Set Point:70,Tempo:780.09
Temp:71.81,Rele:0,Set Point:70,Tempo:780.66
Temp:71.75,Rele:0,Set Point:70,Tempo:781.24
Temp:71.75,Rele:0,Set Point:70,Tempo:781.81
Temp:71.75,Rele:0,Set Point:70,Tempo:782.38
Temp:71.75,Rele:0,Set Point:70,Tempo:782.96
Temp:71.75,Rele:0,Set Point:70,Tempo:783.53
Temp:71.75,Rele:0,Set Point:70,Tempo:784.10
Temp:71.75,Rele:0,Set Point:70,Tempo:784.67
Temp:71.75,Rele:0,Set Point:70,Tempo:785.25
Temp:71.75,Rele:0,Set Point:70,Tempo:785.82
Temp:71.75,Rele:0,Set Point:70,Tempo:786.39
Temp:71.75,Rele:0,Set Point:70,Tempo:786.96
Temp:71.75,Rele:0,Set Point:70,Tempo:787.54
Temp:71.75,Rele:0,Set Point:70,Tempo:788.11
Temp:71.75,Rele:0,Set Point:70,Tempo:788.68
Temp:71.69,Rele:0,Set Point:70,Tempo:789.25
Temp:71.75,Rele:0,Set Point:70,Tempo:789.82
Temp:71.69,Rele:0,Set Point:70,Tempo:790.40
Temp:71.69,Rele:0,Set Point:70,Tempo:790.97
Temp:71.69,Rele:0,Set Point:70,Tempo:791.54
Temp:71.69,Rele:0,Set Point:70,Tempo:792.11
Temp:71.69,Rele:0,Set Point:70,Tempo:792.69
Temp:71.69,Rele:0,Set Point:70,Tempo:793.26
Temp:71.69,Rele:0,Set Point:70,Tempo:793.83
Temp:71.75,Rele:0,Set Point:70,Tempo:794.41
Temp:71.75,Rele:0,Set Point:70,Tempo:794.98
Temp:71.69,Rele:0,Set Point:70,Tempo:795.55
Temp:71.69,Rele:0,Set Point:70,Tempo:796.12
Temp:71.69,Rele:0,Set Point:70,Tempo:796.70
Temp:71.75,Rele:0,Set Point:70,Tempo:797.27
Temp:71.69,Rele:0,Set Point:70,Tempo:797.84
Temp:71.69,Rele:0,Set Point:70,Tempo:798.41
Temp:71.69,Rele:0,Set Point:70,Tempo:798.99
Temp:71.69,Rele:0,Set Point:70,Tempo:799.56
Temp:71.69,Rele:0,Set Point:70,Tempo:800.13
Temp:71.69,Rele:0,Set Point:70,Tempo:800.70
Temp:71.69,Rele:0,Set Point:70,Tempo:801.28
Temp:71.69,Rele:0,Set Point:70,Tempo:801.85
Temp:71.69,Rele:0,Set Point:70,Tempo:802.42
Temp:71.69,Rele:0,Set Point:70,Tempo:803.00
Temp:71.69,Rele:0,Set Point:70,Tempo:803.57
Temp:71.69,Rele:0,Set Point:70,Tempo:804.14
Temp:71.69,Rele:0,Set Point:70,Tempo:804.71
Temp:71.69,Rele:0,Set Point:70,Tempo:805.29
Temp:71.69,Rele:0,Set Point:70,Tempo:805.86
Temp:71.69,Rele:0,Set Point:70,Tempo:806.43
Temp:71.69,Rele:0,Set Point:70,Tempo:807.00
Temp:71.69,Rele:0,Set Point:70,Tempo:807.58
Temp:71.69,Rele:0,Set Point:70,Tempo:808.15
Temp:71.69,Rele:0,Set Point:70,Tempo:808.72
Temp:71.69,Rele:0,Set Point:70,Tempo:809.29
Temp:71.69,Rele:0,Set Point:70,Tempo:809.87
Temp:71.63,Rele:0,Set Point:70,Tempo:810.44
Temp:71.63,Rele:0,Set Point:70,Tempo:811.01
Temp:71.63,Rele:0,Set Point:70,Tempo:811.58
Temp:71.63,Rele:0,Set Point:70,Tempo:812.15
Temp:71.63,Rele:0,Set Point:70,Tempo:812.73
Temp:71.63,Rele:0,Set Point:70,Tempo:813.30
Temp:71.63,Rele:0,Set Point:70,Tempo:813.87
Temp:71.63,Rele:0,Set Point:70,Tempo:814.44
Temp:71.63,Rele:0,Set Point:70,Tempo:815.02
Temp:71.63,Rele:0,Set Point:70,Tempo:815.59
Temp:71.63,Rele:0,Set Point:70,Tempo:816.16
Temp:71.63,Rele:0,Set Point:70,Tempo:816.73
Temp:71.63,Rele:0,Set Point:70,Tempo:817.31
Temp:71.63,Rele:0,Set Point:70,Tempo:817.88
Temp:71.56,Rele:0,Set Point:70,Tempo:818.45
Temp:71.63,Rele:0,Set Point:70,Tempo:819.03
Temp:71.56,Rele:0,Set Point:70,Tempo:819.60
Temp:71.56,Rele:0,Set Point:70,Tempo:820.17
Temp:71.63,Rele:0,Set Point:70,Tempo:820.74
Temp:71.56,Rele:0,Set Point:70,Tempo:821.32
Temp:71.56,Rele:0,Set Point:70,Tempo:821.89
Temp:71.56,Rele:0,Set Point:70,Tempo:822.46
Temp:71.56,Rele:0,Set Point:70,Tempo:823.03
Temp:71.56,Rele:0,Set Point:70,Tempo:823.61
Temp:71.63,Rele:0,Set Point:70,Tempo:824.18
Temp:71.56,Rele:0,Set Point:70,Tempo:824.75
Temp:71.56,Rele:0,Set Point:70,Tempo:825.32
Temp:71.56,Rele:0,Set Point:70,Tempo:825.90
Temp:71.56,Rele:0,Set Point:70,Tempo:826.47
Temp:71.56,Rele:0,Set Point:70,Tempo:827.04
Temp:71.56,Rele:0,Set Point:70,Tempo:827.61
Temp:71.56,Rele:0,Set Point:70,Tempo:828.19
Temp:71.56,Rele:0,Set Point:70,Tempo:828.76
Temp:71.56,Rele:0,Set Point:70,Tempo:829.33
Temp:71.50,Rele:0,Set Point:70,Tempo:829.90
Temp:71.56,Rele:0,Set Point:70,Tempo:830.47
Temp:71.56,Rele:0,Set Point:70,Tempo:831.05
Temp:71.56,Rele:0,Set Point:70,Tempo:831.62
Temp:71.56,Rele:0,Set Point:70,Tempo:832.20
Temp:71.56,Rele:0,Set Point:70,Tempo:832.76
Temp:71.56,Rele:0,Set Point:70,Tempo:833.34
Temp:71.50,Rele:0,Set Point:70,Tempo:833.91
Temp:71.50,Rele:0,Set Point:70,Tempo:834.49
Temp:71.50,Rele:0,Set Point:70,Tempo:835.05
Temp:71.50,Rele:0,Set Point:70,Tempo:835.63
Temp:71.50,Rele:0,Set Point:70,Tempo:836.20
Temp:71.50,Rele:0,Set Point:70,Tempo:836.77
Temp:71.50,Rele:0,Set Point:70,Tempo:837.34
Temp:71.50,Rele:0,Set Point:70,Tempo:837.92
Temp:71.50,Rele:0,Set Point:70,Tempo:838.49
Temp:71.50,Rele:0,Set Point:70,Tempo:839.06
Temp:71.50,Rele:0,Set Point:70,Tempo:839.64
Temp:71.50,Rele:0,Set Point:70,Tempo:840.21
Temp:71.50,Rele:0,Set Point:70,Tempo:840.78
Temp:71.56,Rele:0,Set Point:70,Tempo:841.35
Temp:71.50,Rele:0,Set Point:70,Tempo:841.93
Temp:71.50,Rele:0,Set Point:70,Tempo:842.50
Temp:71.50,Rele:0,Set Point:70,Tempo:843.07
Temp:71.50,Rele:0,Set Point:70,Tempo:843.64
Temp:71.50,Rele:0,Set Point:70,Tempo:844.22
Temp:71.50,Rele:0,Set Point:70,Tempo:844.79
Temp:71.50,Rele:0,Set Point:70,Tempo:845.36
Temp:71.56,Rele:0,Set Point:70,Tempo:845.93
Temp:71.56,Rele:0,Set Point:70,Tempo:846.51
Temp:71.50,Rele:0,Set Point:70,Tempo:847.08
Temp:71.50,Rele:0,Set Point:70,Tempo:847.65
Temp:71.50,Rele:0,Set Point:70,Tempo:848.22
Temp:71.50,Rele:0,Set Point:70,Tempo:848.80
Temp:71.50,Rele:0,Set Point:70,Tempo:849.36
Temp:71.50,Rele:0,Set Point:70,Tempo:849.94
Temp:71.44,Rele:0,Set Point:70,Tempo:850.51
Temp:71.50,Rele:0,Set Point:70,Tempo:851.09
Temp:71.50,Rele:0,Set Point:70,Tempo:851.66
Temp:71.44,Rele:0,Set Point:70,Tempo:852.23
Temp:71.44,Rele:0,Set Point:70,Tempo:852.80
Temp:71.44,Rele:0,Set Point:70,Tempo:853.37
Temp:71.44,Rele:0,Set Point:70,Tempo:853.95
Temp:71.44,Rele:0,Set Point:70,Tempo:854.52
Temp:71.44,Rele:0,Set Point:70,Tempo:855.09
Temp:71.44,Rele:0,Set Point:70,Tempo:855.66
Temp:71.44,Rele:0,Set Point:70,Tempo:856.24
Temp:71.44,Rele:0,Set Point:70,Tempo:856.81
Temp:71.44,Rele:0,Set Point:70,Tempo:857.38
Temp:71.44,Rele:0,Set Point:70,Tempo:857.95
Temp:71.44,Rele:0,Set Point:70,Tempo:858.53
Temp:71.38,Rele:0,Set Point:70,Tempo:859.10
Temp:71.38,Rele:0,Set Point:70,Tempo:859.67
Temp:71.38,Rele:0,Set Point:70,Tempo:860.24
Temp:71.38,Rele:0,Set Point:70,Tempo:860.82
Temp:71.38,Rele:0,Set Point:70,Tempo:861.39
Temp:71.38,Rele:0,Set Point:70,Tempo:861.96
Temp:71.38,Rele:0,Set Point:70,Tempo:862.53
Temp:71.38,Rele:0,Set Point:70,Tempo:863.11
Temp:71.38,Rele:0,Set Point:70,Tempo:863.67
Temp:71.38,Rele:0,Set Point:70,Tempo:864.25
Temp:71.38,Rele:0,Set Point:70,Tempo:864.82
Temp:71.44,Rele:0,Set Point:70,Tempo:865.40
Temp:71.38,Rele:0,Set Point:70,Tempo:865.96
Temp:71.38,Rele:0,Set Point:70,Tempo:866.54
Temp:71.44,Rele:0,Set Point:70,Tempo:867.11
Temp:71.38,Rele:0,Set Point:70,Tempo:867.68
Temp:71.38,Rele:0,Set Point:70,Tempo:868.25
Temp:71.38,Rele:0,Set Point:70,Tempo:868.83
Temp:71.38,Rele:0,Set Point:70,Tempo:869.40
Temp:71.38,Rele:0,Set Point:70,Tempo:869.97
Temp:71.38,Rele:0,Set Point:70,Tempo:870.55
Temp:71.38,Rele:0,Set Point:70,Tempo:871.12
Temp:71.38,Rele:0,Set Point:70,Tempo:871.69
Temp:71.38,Rele:0,Set Point:70,Tempo:872.26
Temp:71.38,Rele:0,Set Point:70,Tempo:872.84
Temp:71.38,Rele:0,Set Point:70,Tempo:873.41
Temp:71.31,Rele:0,Set Point:70,Tempo:873.98
Temp:71.31,Rele:0,Set Point:70,Tempo:874.55
Temp:71.31,Rele:0,Set Point:70,Tempo:875.13
Temp:71.31,Rele:0,Set Point:70,Tempo:875.70
Temp:71.31,Rele:0,Set Point:70,Tempo:876.27
Temp:71.31,Rele:0,Set Point:70,Tempo:876.84
Temp:71.31,Rele:0,Set Point:70,Tempo:877.42
Temp:71.38,Rele:0,Set Point:70,Tempo:877.99
Temp:71.31,Rele:0,Set Point:70,Tempo:878.56
Temp:71.31,Rele:0,Set Point:70,Tempo:879.13
Temp:71.31,Rele:0,Set Point:70,Tempo:879.71
Temp:71.31,Rele:0,Set Point:70,Tempo:880.28
Temp:71.31,Rele:0,Set Point:70,Tempo:880.85
Temp:71.31,Rele:0,Set Point:70,Tempo:881.42
Temp:71.31,Rele:0,Set Point:70,Tempo:881.99
Temp:71.31,Rele:0,Set Point:70,Tempo:882.57
Temp:71.25,Rele:0,Set Point:70,Tempo:883.14
Temp:71.31,Rele:0,Set Point:70,Tempo:883.71
Temp:71.31,Rele:0,Set Point:70,Tempo:884.28
Temp:71.31,Rele:0,Set Point:70,Tempo:884.85
Temp:71.25,Rele:0,Set Point:70,Tempo:885.43
Temp:71.25,Rele:0,Set Point:70,Tempo:886.00
Temp:71.31,Rele:0,Set Point:70,Tempo:886.57
Temp:71.25,Rele:0,Set Point:70,Tempo:887.14
Temp:71.25,Rele:0,Set Point:70,Tempo:887.72
Temp:71.25,Rele:0,Set Point:70,Tempo:888.29
Temp:71.25,Rele:0,Set Point:70,Tempo:888.86
Temp:71.25,Rele:0,Set Point:70,Tempo:889.43
Temp:71.25,Rele:0,Set Point:70,Tempo:890.01
Temp:71.25,Rele:0,Set Point:70,Tempo:890.58
Temp:71.25,Rele:0,Set Point:70,Tempo:891.15
Temp:71.25,Rele:0,Set Point:70,Tempo:891.72
Temp:71.25,Rele:0,Set Point:70,Tempo:892.30
Temp:71.25,Rele:0,Set Point:70,Tempo:892.87
Temp:71.25,Rele:0,Set Point:70,Tempo:893.44
Temp:71.25,Rele:0,Set Point:70,Tempo:894.01
Temp:71.25,Rele:0,Set Point:70,Tempo:894.59
Temp:71.25,Rele:0,Set Point:70,Tempo:895.15
Temp:71.25,Rele:0,Set Point:70,Tempo:895.73
Temp:71.19,Rele:0,Set Point:70,Tempo:896.30
Temp:71.19,Rele:0,Set Point:70,Tempo:896.87
Temp:71.19,Rele:0,Set Point:70,Tempo:897.44
Temp:71.25,Rele:0,Set Point:70,Tempo:898.02
Temp:71.19,Rele:0,Set Point:70,Tempo:898.59
Temp:71.19,Rele:0,Set Point:70,Tempo:899.16
